Action_end_bvh_frame,Action_end_rgb_frame,Action_end_rgb_sec,Action_label,Action_start_bvh_frame,Action_start_rgb_frame,Action_start_rgb_sec,Duration_sec,File,Meta_action_class_number,Meta_action_label,Operation,Recurrence,Subject
19081,4806,160.36,[OP030] Place PAL4019 on FIXT (x2),18305,4611,153.84,6.52,P11_R02,12,Assemble system,OP030,R02,P11
19414,4890,163.16,[OP030] Take screwdriver,19081,4806,160.36,2.8,P11_R02,4,Take screwdriver,OP030,R02,P11
20514,5167,172.4,[OP030] Screw PAL4019 with B820 (x2),19414,4890,163.16,9.24,P11_R02,12,Assemble system,OP030,R02,P11
20690,5211,173.88,[OP030] Put down screwdriver,20514,5167,172.4,1.48,P11_R02,5,Put down screwdriver,OP030,R02,P11
21313,5368,179.12,[OP030] Place LARD on P360-1 (x2),20785,5235,174.68,4.44,P11_R02,12,Assemble system,OP030,R02,P11
21423,5396,180.04,[OP030] Place PAL4019 on FIXT (x2),21313,5368,179.12,0.92,P11_R02,12,Assemble system,OP030,R02,P11
21589,5438,181.44,[OP030] Take screwdriver,21423,5396,180.04,1.4,P11_R02,4,Take screwdriver,OP030,R02,P11
21880,5511,183.88,[OP030] Screw PAL4019 with B820 (x2),21589,5438,181.44,2.44,P11_R02,12,Assemble system,OP030,R02,P11
22370,5634,188.0,[OP030] Screw PAL4019 with B820 (x2),22023,5547,185.08,2.92,P11_R02,12,Assemble system,OP030,R02,P11
22527,5674,189.32,[OP030] Put down screwdriver,22370,5634,188.0,1.32,P11_R02,5,Put down screwdriver,OP030,R02,P11
24293,6119,204.16,[OP030] Place LARD on P360-1 (x2),22784,5739,191.48,12.68,P11_R02,12,Assemble system,OP030,R02,P11
24483,6167,205.76,[OP030] Place PAL4019 on FIXT (x2),24360,6135,204.72,1.04,P11_R02,12,Assemble system,OP030,R02,P11
24664,6212,207.28,[OP030] Take screwdriver,24483,6167,205.76,1.52,P11_R02,4,Take screwdriver,OP030,R02,P11
25083,6318,210.8,[OP030] Screw PAL4019 with B820 (x2),24664,6212,207.28,3.52,P11_R02,12,Assemble system,OP030,R02,P11
25492,6421,214.24,[OP030] Put down screwdriver,25278,6367,212.44,1.8,P11_R02,5,Put down screwdriver,OP030,R02,P11
26063,6565,219.04,[OP030] Put down Profile P360-1,25711,6476,216.08,2.96,P11_R02,14,Put down subsystem,OP030,R02,P11
26701,6725,224.4,[OP040] Turn sheets,26287,6621,220.92,3.48,P11_R02,3,Turn sheets,OP040,R02,P11
27063,6816,227.44,[OP040] Catch Fixation FIXA2,26701,6725,224.4,3.04,P11_R02,6,Picking in front,OP040,R02,P11
27330,6884,229.68,[OP040] Catch Bolt B820,27063,6816,227.44,2.24,P11_R02,7,Picking left,OP040,R02,P11
28153,7091,236.6,[OP040] Place FIXA2 on P360-2,27501,6927,231.12,5.48,P11_R02,12,Assemble system,OP040,R02,P11
28348,7140,238.24,[OP040] Take screwdriver,28158,7092,236.64,1.6,P11_R02,4,Take screwdriver,OP040,R02,P11
28819,7259,242.2,[OP040] Screw FIXA2 with B820,28348,7140,238.24,3.96,P11_R02,12,Assemble system,OP040,R02,P11
28967,7296,243.44,[OP040] Put down screwdriver,28819,7259,242.2,1.24,P11_R02,5,Put down screwdriver,OP040,R02,P11
29519,7435,248.08,[OP040] Catch Fixation FIXL,29367,7397,246.8,1.28,P11_R02,6,Picking in front,OP040,R02,P11
30466,7674,256.04,[OP040] Catch Strap clamps BRIT (x2),30219,7611,253.96,2.08,P11_R02,7,Picking left,OP040,R02,P11
31151,7846,261.8,[OP040] Place BRIT1 and BRIT2 on FIXL,30485,7678,256.2,5.6,P11_R02,12,Assemble system,OP040,R02,P11
31761,8000,266.92,[OP040] Place FIXL on P360-2,31337,7893,263.36,3.56,P11_R02,12,Assemble system,OP040,R02,P11
32313,8139,271.56,[OP040] Catch Bolt B820PT,31775,8003,267.04,4.52,P11_R02,7,Picking left,OP040,R02,P11
32522,8191,273.32,[OP040] Place FIXL on P360-2,32313,8139,271.56,1.76,P11_R02,12,Assemble system,OP040,R02,P11
32679,8231,274.64,[OP040] Take screwdriver,32527,8193,273.36,1.28,P11_R02,4,Take screwdriver,OP040,R02,P11
33079,8332,278.0,[OP040] Screw FIXL with B820PT,32679,8231,274.64,3.36,P11_R02,12,Assemble system,OP040,R02,P11
33212,8365,279.12,[OP040] Put down screwdriver,33079,8332,278.0,1.12,P11_R02,5,Put down screwdriver,OP040,R02,P11
33902,8539,284.92,[OP050] Turn sheets,33507,8440,281.6,3.32,P11_R02,3,Turn sheets,OP050,R02,P11
34140,8599,286.92,[OP050] Catch Profile P040,33902,8539,284.92,2.0,P11_R02,6,Picking in front,OP050,R02,P11
34569,8707,290.52,[OP050] Catch Strap clamps BRIT (x2),34283,8635,288.12,2.4,P11_R02,7,Picking left,OP050,R02,P11
34840,8775,292.8,[OP050] Place BRIT1 and BRIT2 on P040,34631,8722,291.04,1.76,P11_R02,12,Assemble system,OP050,R02,P11
35554,8955,298.8,[OP050] Place BRIT1 and BRIT2 on P040,34888,8787,293.2,5.6,P11_R02,12,Assemble system,OP050,R02,P11
36239,9128,304.56,[OP050] Catch Bolt B820PT,35963,9058,302.24,2.32,P11_R02,7,Picking left,OP050,R02,P11
36663,9234,308.12,[OP050] Place P040 on P360-2,36278,9137,304.88,3.24,P11_R02,12,Assemble system,OP050,R02,P11
36849,9281,309.68,[OP050] Take screwdriver,36663,9234,308.12,1.56,P11_R02,4,Take screwdriver,OP050,R02,P11
37163,9360,312.32,[OP050] Screw P040 with B820PT,36849,9281,309.68,2.64,P11_R02,12,Assemble system,OP050,R02,P11
37329,9402,313.72,[OP050] Put down screwdriver,37163,9360,312.32,1.4,P11_R02,5,Put down screwdriver,OP050,R02,P11
37862,9536,318.2,[OP060] Turn sheets,37601,9471,316.0,2.2,P11_R02,3,Turn sheets,OP060,R02,P11
38172,9614,320.8,[OP060] Catch Fixation FIXA1,37905,9547,318.56,2.24,P11_R02,6,Picking in front,OP060,R02,P11
38357,9661,322.36,[OP060] Catch Fixture key LARD,38186,9618,320.92,1.44,P11_R02,7,Picking left,OP060,R02,P11
38576,9716,324.2,[OP060] Catch Bolt B820 (x2),38367,9664,322.44,1.76,P11_R02,7,Picking left,OP060,R02,P11
39538,9958,332.28,[OP060] Place LARD on P040 (P360-2),39214,9877,329.56,2.72,P11_R02,12,Assemble system,OP060,R02,P11
39942,10060,335.68,[OP060] Place FIXA1 on P360-2,39538,9958,332.28,3.4,P11_R02,12,Assemble system,OP060,R02,P11
40390,10173,339.44,[OP060] Place LARD on P040 (P360-2),39995,10074,336.12,3.32,P11_R02,12,Assemble system,OP060,R02,P11
40956,10316,344.2,[OP060] Place FIXA1 on P360-2,40390,10173,339.44,4.76,P11_R02,12,Assemble system,OP060,R02,P11
41270,10395,346.84,[OP060] Take screwdriver,40956,10316,344.2,2.64,P11_R02,4,Take screwdriver,OP060,R02,P11
41661,10493,350.12,[OP060] Screw FIXA1 with B820,41270,10395,346.84,3.28,P11_R02,12,Assemble system,OP060,R02,P11
41808,10530,351.36,[OP060] Put down screwdriver,41661,10493,350.12,1.24,P11_R02,5,Put down screwdriver,OP060,R02,P11
42836,10789,360.0,[OP060] Turn sheets,42441,10690,356.68,3.32,P11_R02,3,Turn sheets,OP060,R02,P11
43008,10832,361.44,[OP060] Catch Bolt B820 (x2),42836,10789,360.0,1.44,P11_R02,7,Picking left,OP060,R02,P11
44026,11089,370.0,[OP060] Catch Fixation FIXA2,43812,11035,368.2,1.8,P11_R02,6,Picking in front,OP060,R02,P11
45840,11546,385.24,[OP060] Place FIXA2 on P360-2,44402,11184,373.16,12.08,P11_R02,12,Assemble system,OP060,R02,P11
46087,11608,387.32,[OP060] Take screwdriver,45840,11546,385.24,2.08,P11_R02,4,Take screwdriver,OP060,R02,P11
46477,11706,390.6,[OP060] Place FIXA2 on P360-2,46087,11608,387.32,3.28,P11_R02,12,Assemble system,OP060,R02,P11
46687,11759,392.36,[OP060] Put down screwdriver,46477,11706,390.6,1.76,P11_R02,5,Put down screwdriver,OP060,R02,P11
47058,11853,395.48,[OP070] Consult sheets,46858,11802,393.8,1.68,P11_R02,2,Consult sheets,OP070,R02,P11
47615,11993,400.16,[OP070] Catch P360-1,47420,11944,398.52,1.64,P11_R02,13,Take subsystem,OP070,R02,P11
47777,12034,401.52,[OP070] Catch Disk DI2T,47615,11993,400.16,1.36,P11_R02,6,Picking in front,OP070,R02,P11
47929,12072,402.8,[OP070] Place DI2T on P360-2,47777,12034,401.52,1.28,P11_R02,12,Assemble system,OP070,R02,P11
48533,12224,407.88,[OP070] Catch Bolt B835,48348,12177,406.32,1.56,P11_R02,7,Picking left,OP070,R02,P11
49723,12524,417.88,[OP070] Take screwdriver,49581,12488,416.68,1.2,P11_R02,4,Take screwdriver,OP070,R02,P11
50218,12649,422.04,[OP070] Screw P360-2 with B835,49723,12524,417.88,4.16,P11_R02,12,Assemble system,OP070,R02,P11
50366,12686,423.28,[OP070] Put down screwdriver,50218,12649,422.04,1.24,P11_R02,5,Put down screwdriver,OP070,R02,P11
50561,12735,424.92,[OP070] Catch Nut ECR8,50390,12692,423.48,1.44,P11_R02,7,Picking left,OP070,R02,P11
50751,12783,426.52,[OP070] Place ECR8 on DI2T,50561,12735,424.92,1.6,P11_R02,12,Assemble system,OP070,R02,P11
50923,12826,427.96,[OP070] Take screwdriver,50751,12783,426.52,1.44,P11_R02,4,Take screwdriver,OP070,R02,P11
51227,12903,430.52,[OP070] Screw P360-2 with B835,50923,12826,427.96,2.56,P11_R02,12,Assemble system,OP070,R02,P11
51399,12946,431.96,[OP070] Put down screwdriver,51227,12903,430.52,1.44,P11_R02,5,Put down screwdriver,OP070,R02,P11
52574,13242,441.84,[OP070] Put down Lower Part,51527,12978,433.04,8.8,P11_R02,14,Put down subsystem,OP070,R02,P11
1000,252,8.4,[OP010] Catch Fixture key LARD,714,180,6.0,2.4,P12_R01,7,Picking left,OP010,R01,P12
1167,294,9.8,[OP010] Catch Bolt B820,1010,254,8.48,1.32,P12_R01,7,Picking left,OP010,R01,P12
1534,386,12.88,[OP010] Catch Fixation FIXA1,1362,343,11.44,1.44,P12_R01,6,Picking in front,OP010,R01,P12
1753,441,14.72,[OP010] Consult sheets,1534,386,12.88,1.84,P12_R01,2,Consult sheets,OP010,R01,P12
1838,463,15.44,[OP010] Put down component,1753,441,14.72,0.72,P12_R01,11,Put down component,OP010,R01,P12
2486,626,20.88,[OP010] Place LARD on Profile P360-1,2029,511,17.04,3.84,P12_R01,12,Assemble system,OP010,R01,P12
2629,662,22.08,[OP010] Catch component,2515,633,21.12,0.96,P12_R01,10,Take component,OP010,R01,P12
4258,1072,35.76,[OP010] Take screwdriver,4096,1031,34.4,1.36,P12_R01,4,Take screwdriver,OP010,R01,P12
4534,1141,38.08,[OP010] Screw FIXA1 with B820,4258,1072,35.76,2.32,P12_R01,12,Assemble system,OP010,R01,P12
4643,1169,39.0,[OP010] Put down screwdriver,4534,1141,38.08,0.92,P12_R01,5,Put down screwdriver,OP010,R01,P12
4805,1210,40.36,[OP010] Take measuring rod,4643,1169,39.0,1.36,P12_R01,8,Take measuring rod,OP010,R01,P12
5496,1383,46.16,[OP010] Screw FIXA1 with B820,4805,1210,40.36,5.8,P12_R01,12,Assemble system,OP010,R01,P12
5753,1448,48.32,[OP010] Put down measuring rod,5496,1383,46.16,2.16,P12_R01,9,Put down measuring rod,OP010,R01,P12
5977,1504,50.2,[OP010] Take screwdriver,5815,1464,48.84,1.36,P12_R01,4,Take screwdriver,OP010,R01,P12
6263,1576,52.6,[OP010] Screw FIXA1 with B820,5977,1504,50.2,2.4,P12_R01,12,Assemble system,OP010,R01,P12
6539,1646,54.92,[OP010] Put down screwdriver,6263,1576,52.6,2.32,P12_R01,5,Put down screwdriver,OP010,R01,P12
7567,1905,63.56,[OP020] Turn sheets,7177,1807,60.28,3.28,P12_R01,3,Turn sheets,OP020,R01,P12
7696,1937,64.64,[OP020] Catch Fixation FIXA1,7567,1905,63.56,1.08,P12_R01,6,Picking in front,OP020,R01,P12
7915,1992,66.48,[OP020] Catch Bolt B820,7696,1937,64.64,1.84,P12_R01,7,Picking left,OP020,R01,P12
8139,2049,68.36,[OP020] Catch Fixture key LARD,7915,1992,66.48,1.88,P12_R01,7,Picking left,OP020,R01,P12
8225,2070,69.08,[OP020] Put down component,8139,2049,68.36,0.72,P12_R01,11,Put down component,OP020,R01,P12
9215,2320,77.4,[OP020] Place LARD on P360-1,8282,2085,69.56,7.84,P12_R01,12,Assemble system,OP020,R01,P12
9363,2357,78.64,[OP020] Catch component,9244,2327,77.64,1.0,P12_R01,10,Take component,OP020,R01,P12
9858,2482,82.8,[OP020] Place FIXA1 on LARD at 160mm,9430,2374,79.2,3.6,P12_R01,12,Assemble system,OP020,R01,P12
10073,2535,84.6,[OP020] Take screwdriver,9930,2499,83.4,1.2,P12_R01,4,Take screwdriver,OP020,R01,P12
10377,2612,87.16,[OP020] Screw FIXA1 with B820,10073,2535,84.6,2.56,P12_R01,12,Assemble system,OP020,R01,P12
10558,2658,88.68,[OP020] Put down screwdriver,10377,2612,87.16,1.52,P12_R01,5,Put down screwdriver,OP020,R01,P12
10720,2698,90.04,[OP020] Take measuring rod,10558,2658,88.68,1.36,P12_R01,8,Take measuring rod,OP020,R01,P12
11720,2950,98.44,[OP020] Place FIXA1 on LARD at 160mm,10720,2698,90.04,8.4,P12_R01,12,Assemble system,OP020,R01,P12
11973,3014,100.56,[OP020] Put down measuring rod,11720,2950,98.44,2.12,P12_R01,9,Put down measuring rod,OP020,R01,P12
12168,3063,102.2,[OP020] Take screwdriver,12025,3027,101.0,1.2,P12_R01,4,Take screwdriver,OP020,R01,P12
12620,3177,106.0,[OP020] Screw FIXA1 with B820,12168,3063,102.2,3.8,P12_R01,12,Assemble system,OP020,R01,P12
12778,3216,107.32,[OP020] Put down screwdriver,12620,3177,106.0,1.32,P12_R01,5,Put down screwdriver,OP020,R01,P12
13892,3497,116.68,[OP030] Catch Bolt B840 (x2),13530,3406,113.64,3.04,P12_R01,7,Picking left,OP030,R01,P12
14202,3575,119.28,[OP030] Catch Pillow block bearing PAL4019 (x2),13959,3514,117.24,2.04,P12_R01,6,Picking in front,OP030,R01,P12
14259,3589,119.76,[OP030] Put down component,14202,3575,119.28,0.48,P12_R01,11,Put down component,OP030,R01,P12
15011,3779,126.08,[OP030] Catch Fixation FIXT (x2),14754,3714,123.92,2.16,P12_R01,6,Picking in front,OP030,R01,P12
15073,3794,126.6,[OP030] Put down component,15011,3779,126.08,0.52,P12_R01,11,Put down component,OP030,R01,P12
15473,3895,129.96,[OP030] Catch Fixture key LARD (x2),15149,3813,127.24,2.72,P12_R01,7,Picking left,OP030,R01,P12
15987,4024,134.28,[OP030] Place LARD on P360-1 (x2),15564,3918,130.72,3.56,P12_R01,12,Assemble system,OP030,R01,P12
16449,4141,138.16,[OP030] Place LARD on P360-1 (x2),16159,4068,135.72,2.44,P12_R01,12,Assemble system,OP030,R01,P12
16640,4189,139.76,[OP030] Catch component,16473,4147,138.36,1.4,P12_R01,10,Take component,OP030,R01,P12
17302,4355,145.32,[OP030] Place FIXT on LARD (x2),16640,4189,139.76,5.56,P12_R01,12,Assemble system,OP030,R01,P12
17640,4440,148.16,[OP030] Catch component,17311,4358,145.4,2.76,P12_R01,10,Take component,OP030,R01,P12
18373,4625,154.32,[OP030] Place PAL4019 on FIXT (x2),17926,4512,150.56,3.76,P12_R01,12,Assemble system,OP030,R01,P12
18573,4675,156.0,[OP030] Take screwdriver,18388,4629,154.44,1.56,P12_R01,4,Take screwdriver,OP030,R01,P12
19940,5019,167.48,[OP030] Screw PAL4019 with B820 (x2),18573,4675,156.0,11.48,P12_R01,12,Assemble system,OP030,R01,P12
20478,5155,172.0,[OP030] Put down screwdriver,20350,5122,170.92,1.08,P12_R01,5,Put down screwdriver,OP030,R01,P12
21574,5431,181.2,[OP030] Place FIXT on LARD (x2),21093,5309,177.16,4.04,P12_R01,12,Assemble system,OP030,R01,P12
21717,5467,182.4,[OP030] Catch component,21574,5431,181.2,1.2,P12_R01,10,Take component,OP030,R01,P12
22964,5781,192.88,[OP030] Place PAL4019 on FIXT (x2),21717,5467,182.4,10.48,P12_R01,12,Assemble system,OP030,R01,P12
23174,5833,194.64,[OP030] Take screwdriver,22993,5788,193.12,1.52,P12_R01,4,Take screwdriver,OP030,R01,P12
23403,5891,196.56,[OP030] Screw PAL4019 with B820 (x2),23174,5833,194.64,1.92,P12_R01,12,Assemble system,OP030,R01,P12
23612,5944,198.32,[OP030] Put down screwdriver,23403,5891,196.56,1.76,P12_R01,5,Put down screwdriver,OP030,R01,P12
23845,6002,200.28,[OP030] Place PAL4019 on FIXT (x2),23655,5954,198.68,1.6,P12_R01,12,Assemble system,OP030,R01,P12
24036,6050,201.88,[OP030] Take screwdriver,23860,6006,200.4,1.48,P12_R01,4,Take screwdriver,OP030,R01,P12
24322,6122,204.28,[OP030] Screw PAL4019 with B820 (x2),24036,6050,201.88,2.4,P12_R01,12,Assemble system,OP030,R01,P12
24455,6156,205.4,[OP030] Put down screwdriver,24322,6122,204.28,1.12,P12_R01,5,Put down screwdriver,OP030,R01,P12
24588,6189,206.52,[OP030] Catch component,24455,6156,205.4,1.12,P12_R01,10,Take component,OP030,R01,P12
24903,6269,209.16,[OP030] Place FIXT on LARD (x2),24636,6201,206.92,2.24,P12_R01,12,Assemble system,OP030,R01,P12
25027,6300,210.2,[OP030] Put down component,24903,6269,209.16,1.04,P12_R01,11,Put down component,OP030,R01,P12
25584,6440,214.88,[OP030] Place FIXT on LARD (x2),25374,6387,213.12,1.76,P12_R01,12,Assemble system,OP030,R01,P12
25684,6465,215.72,[OP030] Catch component,25584,6440,214.88,0.84,P12_R01,10,Take component,OP030,R01,P12
26351,6633,221.32,[OP030] Place PAL4019 on FIXT (x2),25684,6465,215.72,5.6,P12_R01,12,Assemble system,OP030,R01,P12
26551,6683,223.0,[OP030] Take screwdriver,26389,6643,221.64,1.36,P12_R01,4,Take screwdriver,OP030,R01,P12
26884,6767,225.8,[OP030] Screw PAL4019 with B820 (x2),26551,6683,223.0,2.8,P12_R01,12,Assemble system,OP030,R01,P12
27479,6917,230.8,[OP030] Screw PAL4019 with B820 (x2),27222,6852,228.64,2.16,P12_R01,12,Assemble system,OP030,R01,P12
27727,6979,232.88,[OP030] Put down screwdriver,27479,6917,230.8,2.08,P12_R01,5,Put down screwdriver,OP030,R01,P12
28103,7074,236.04,[OP030] Catch Cover CAPO (x2),27794,6996,233.44,2.6,P12_R01,6,Picking in front,OP030,R01,P12
28551,7187,239.8,[OP030] Place CAPO on P360-1(x2),28336,7133,238.0,1.8,P12_R01,12,Assemble system,OP030,R01,P12
29127,7332,244.64,[OP030] Place CAPO on P360-1(x2),28646,7211,240.6,4.04,P12_R01,12,Assemble system,OP030,R01,P12
30956,7792,260.0,[OP030] Put down Profile P360-1,30422,7658,255.52,4.48,P12_R01,14,Put down subsystem,OP030,R01,P12
31403,7905,263.76,[OP040] Turn sheets,31118,7833,261.36,2.4,P12_R01,3,Turn sheets,OP040,R01,P12
32032,8063,269.04,[OP040] Catch Bolt B820,31780,8000,266.92,2.12,P12_R01,7,Picking left,OP040,R01,P12
32256,8119,270.92,[OP040] Catch Fixation FIXA2,32032,8063,269.04,1.88,P12_R01,6,Picking in front,OP040,R01,P12
33099,8332,278.0,[OP040] Place FIXA2 on P360-2,32427,8163,272.36,5.64,P12_R01,12,Assemble system,OP040,R01,P12
33280,8377,279.52,[OP040] Take screwdriver,33099,8332,278.0,1.52,P12_R01,12,Assemble system,OP040,R01,P12
33627,8465,282.44,[OP040] Screw FIXA2 with B820,33280,8377,279.52,2.92,P12_R01,12,Assemble system,OP040,R01,P12
33775,8502,283.68,[OP040] Put down screwdriver,33627,8465,282.44,1.24,P12_R01,5,Put down screwdriver,OP040,R01,P12
34804,8761,292.32,[OP040] Catch Strap clamps BRIT (x2),34518,8689,289.92,2.4,P12_R01,7,Picking left,OP040,R01,P12
35204,8862,295.68,[OP040] Catch Fixation FIXL,34970,8803,293.72,1.96,P12_R01,6,Picking in front,OP040,R01,P12
35261,8876,296.16,[OP040] Put down component,35204,8862,295.68,0.48,P12_R01,11,Put down component,OP040,R01,P12
35585,8957,298.88,[OP040] Catch Bolt B820PT,35390,8908,297.24,1.64,P12_R01,7,Picking left,OP040,R01,P12
35637,8971,299.32,[OP040] Put down component,35585,8957,298.88,0.44,P12_R01,11,Put down component,OP040,R01,P12
35852,9025,301.12,[OP040] Catch component,35747,8998,300.24,0.88,P12_R01,10,Take component,OP040,R01,P12
36866,9280,309.64,[OP040] Place BRIT1 and BRIT2 on FIXL,35852,9025,301.12,8.52,P12_R01,12,Assemble system,OP040,R01,P12
37018,9318,310.92,[OP040] Catch component,36895,9287,309.88,1.04,P12_R01,10,Take component,OP040,R01,P12
37699,9490,316.64,[OP040] Place FIXL on P360-2,37109,9341,311.68,4.96,P12_R01,12,Assemble system,OP040,R01,P12
37904,9541,318.36,[OP040] Take screwdriver,37728,9497,316.88,1.48,P12_R01,4,Take screwdriver,OP040,R01,P12
38228,9623,321.08,[OP040] Screw FIXL with B820PT,37904,9541,318.36,2.72,P12_R01,12,Assemble system,OP040,R01,P12
38414,9670,322.64,[OP040] Put down screwdriver,38228,9623,321.08,1.56,P12_R01,5,Put down screwdriver,OP040,R01,P12
38723,9747,325.24,[OP050] Turn sheets,38461,9682,323.04,2.2,P12_R01,3,Turn sheets,OP050,R01,P12
39338,9902,330.4,[OP050] Catch Bolt B820PT,39047,9829,327.96,2.44,P12_R01,7,Picking left,OP050,R01,P12
39914,10047,335.24,[OP050] Catch Strap clamps BRIT (x2),39614,9972,332.72,2.52,P12_R01,7,Picking left,OP050,R01,P12
40138,10103,337.12,[OP050] Put down component,39914,10047,335.24,1.88,P12_R01,11,Put down component,OP050,R01,P12
41033,10329,344.64,[OP050] Catch Profile P040,40790,10268,342.6,2.04,P12_R01,6,Picking in front,OP050,R01,P12
41138,10355,345.52,[OP050] Catch component,41033,10329,344.64,0.88,P12_R01,10,Take component,OP050,R01,P12
41166,10362,345.76,[OP050] Put down component,41138,10355,345.52,0.24,P12_R01,11,Put down component,OP050,R01,P12
41309,10398,346.96,[OP050] Catch component,41166,10362,345.76,1.2,P12_R01,10,Take component,OP050,R01,P12
42186,10619,354.32,[OP050] Place BRIT1 and BRIT2 on P040,41533,10455,348.84,5.48,P12_R01,12,Assemble system,OP050,R01,P12
42538,10708,357.28,[OP050] Catch component,42267,10639,355.0,2.28,P12_R01,10,Take component,OP050,R01,P12
43086,10846,361.88,[OP050] Place P040 on P360-2,42581,10718,357.64,4.24,P12_R01,12,Assemble system,OP050,R01,P12
43267,10891,363.4,[OP050] Take screwdriver,43086,10846,361.88,1.52,P12_R01,4,Take screwdriver,OP050,R01,P12
43610,10977,366.28,[OP050] Screw P040 with B820PT,43267,10891,363.4,2.88,P12_R01,12,Assemble system,OP050,R01,P12
43814,11029,368.0,[OP050] Put down screwdriver,43610,10977,366.28,1.72,P12_R01,5,Put down screwdriver,OP050,R01,P12
44105,11102,370.44,[OP060] Turn sheets,43862,11041,368.4,2.04,P12_R01,3,Turn sheets,OP060,R01,P12
44781,11272,376.12,[OP060] Catch Fixture key LARD,44529,11209,374.0,2.12,P12_R01,7,Picking left,OP060,R01,P12
45062,11343,378.48,[OP060] Catch Bolt B820 (x2),44814,11281,376.4,2.08,P12_R01,7,Picking left,OP060,R01,P12
45243,11389,380.0,[OP060] Catch Fixation FIXA1,45062,11343,378.48,1.52,P12_R01,6,Picking in front,OP060,R01,P12
45310,11405,380.56,[OP060] Put down component,45243,11389,380.0,0.56,P12_R01,11,Put down component,OP060,R01,P12
45967,11571,386.08,[OP060] Place LARD on P040 (P360-2),45748,11516,384.24,1.84,P12_R01,12,Assemble system,OP060,R01,P12
46224,11636,388.24,[OP060] Catch component,45996,11578,386.32,1.92,P12_R01,10,Take component,OP060,R01,P12
46715,11759,392.36,[OP060] Place FIXA1 on P360-2,46253,11643,388.48,3.88,P12_R01,12,Assemble system,OP060,R01,P12
46915,11809,394.04,[OP060] Take screwdriver,46734,11764,392.52,1.52,P12_R01,4,Take screwdriver,OP060,R01,P12
47510,11959,399.04,[OP060] Screw FIXA1 with B820,46915,11809,394.04,5.0,P12_R01,12,Assemble system,OP060,R01,P12
47700,12007,400.64,[OP060] Put down screwdriver,47510,11959,399.04,1.6,P12_R01,5,Put down screwdriver,OP060,R01,P12
48291,12156,405.6,[OP060] Turn sheets,47829,12040,401.72,3.88,P12_R01,3,Turn sheets,OP060,R01,P12
48782,12279,409.72,[OP060] Catch Bolt B820 (x2),48577,12228,408.0,1.72,P12_R01,7,Picking left,OP060,R01,P12
49053,12348,412.0,[OP060] Catch Fixation FIXA2,48829,12291,410.12,1.88,P12_R01,6,Picking in front,OP060,R01,P12
49448,12447,415.32,[OP060] Place FIXA2 on P360-2,49110,12362,412.48,2.84,P12_R01,12,Assemble system,OP060,R01,P12
49682,12506,417.28,[OP060] Take screwdriver,49482,12456,415.6,1.68,P12_R01,4,Take screwdriver,OP060,R01,P12
50101,12611,420.8,[OP060] Screw FIXA2 with B820,49682,12506,417.28,3.52,P12_R01,12,Assemble system,OP060,R01,P12
50372,12680,423.08,[OP060] Put down screwdriver,50101,12611,420.8,2.28,P12_R01,5,Put down screwdriver,OP060,R01,P12
51491,12961,432.48,[OP070] Catch P360-1,51087,12860,429.08,3.4,P12_R01,13,Take subsystem,OP070,R01,P12
51891,13062,435.84,[OP070] Catch Disk DI2T,51563,12979,433.08,2.76,P12_R01,6,Picking in front,OP070,R01,P12
51972,13083,436.52,[OP070] Put down component,51891,13062,435.84,0.68,P12_R01,11,Put down component,OP070,R01,P12
52315,13169,439.4,[OP070] Catch Nut ECR8,52110,13117,437.68,1.72,P12_R01,7,Picking left,OP070,R01,P12
52396,13189,440.08,[OP070] Put down component,52315,13169,439.4,0.68,P12_R01,11,Put down component,OP070,R01,P12
52834,13299,443.76,[OP070] Catch Bolt B835,52549,13228,441.36,2.4,P12_R01,7,Picking left,OP070,R01,P12
52925,13322,444.52,[OP070] Put down component,52834,13299,443.76,0.76,P12_R01,11,Put down component,OP070,R01,P12
53020,13346,445.32,[OP070] Catch component,52953,13329,444.76,0.56,P12_R01,10,Take component,OP070,R01,P12
53687,13514,450.92,[OP070] Place DI2T on P360-2,53368,13434,448.24,2.68,P12_R01,12,Assemble system,OP070,R01,P12
53801,13543,451.88,[OP070] Catch component,53706,13519,451.08,0.8,P12_R01,10,Take component,OP070,R01,P12
54935,13828,461.4,[OP070] Catch component,54854,13808,460.72,0.68,P12_R01,10,Take component,OP070,R01,P12
55382,13941,465.16,[OP070] Place ECR8 on DI2T,54935,13828,461.4,3.76,P12_R01,12,Assemble system,OP070,R01,P12
55768,14038,468.4,[OP070] Take screwdriver,55578,13990,466.8,1.6,P12_R01,4,Take screwdriver,OP070,R01,P12
56111,14124,471.28,[OP070] Screw P360-2 with B835,55768,14038,468.4,2.88,P12_R01,12,Assemble system,OP070,R01,P12
56259,14161,472.52,[OP070] Put down screwdriver,56111,14124,471.28,1.24,P12_R01,5,Put down screwdriver,OP070,R01,P12
57359,14438,481.76,[OP070] Put down Lower Part,56620,14253,475.56,6.2,P12_R01,14,Put down subsystem,OP070,R01,P12
838,211,7.04,[OP010] Turn sheets,524,132,4.4,2.64,P12_R02,3,Turn sheets,OP010,R02,P12
1014,255,8.52,[OP010] Catch Fixture key LARD,838,211,7.04,1.48,P12_R02,7,Picking left,OP010,R02,P12
1247,314,10.48,[OP010] Catch Bolt B820,1014,255,8.52,1.96,P12_R02,7,Picking left,OP010,R02,P12
